code,sym,name,market,market_label,board
605406,605406.SH,605406.SH,1,SH,沪主板
002429,002429.SZ,002429.SZ,0,SZ,中小板
605083,605083.SH,605083.SH,1,SH,沪主板
689668,689668.SH,689668.SH,1,SH,科创板
003803,003803.SZ,003803.SZ,0,SZ,中小板
605034,605034.SH,605034.SH,1,SH,沪主板
301293,301293.SZ,301293.SZ,0,SZ,创业板
605164,605164.SH,605164.SH,1,SH,沪主板
688959,688959.SH,688959.SH,1,SH,科创板
600901,600901.SH,600901.SH,1,SH,沪主板
001891,001891.SZ,001891.SZ,0,SZ,深主板
002361,002361.SZ,002361.SZ,0,SZ,中小板
300251,300251.SZ,300251.SZ,0,SZ,创业板
000372,000372.SZ,000372.SZ,0,SZ,深主板
603291,603291.SH,603291.SH,1,SH,沪主板
003166,003166.SZ,003166.SZ,0,SZ,中小板
601628,601628.SH,601628.SH,1,SH,沪主板
001919,001919.SZ,001919.SZ,0,SZ,深主板
003278,003278.SZ,003278.SZ,0,SZ,中小板
688647,688647.SH,688647.SH,1,SH,科创板
688537,688537.SH,688537.SH,1,SH,科创板
301497,301497.SZ,301497.SZ,0,SZ,创业板
000913,000913.SZ,000913.SZ,0,SZ,深主板
605008,605008.SH,605008.SH,1,SH,沪主板
001213,001213.SZ,001213.SZ,0,SZ,深主板
605835,605835.SH,605835.SH,1,SH,沪主板
001790,001790.SZ,001790.SZ,0,SZ,深主板
688304,688304.SH,688304.SH,1,SH,科创板
601359,601359.SH,601359.SH,1,SH,沪主板
301409,301409.SZ,301409.SZ,0,SZ,创业板
000040,000040.SZ,000040.SZ,0,SZ,深主板
600872,600872.SH,600872.SH,1,SH,沪主板
600835,600835.SH,600835.SH,1,SH,沪主板
301292,301292.SZ,301292.SZ,0,SZ,创业板
603755,603755.SH,603755.SH,1,SH,沪主板
301830,301830.SZ,301830.SZ,0,SZ,创业板
002663,002663.SZ,002663.SZ,0,SZ,中小板
603073,603073.SH,603073.SH,1,SH,沪主板
001580,001580.SZ,001580.SZ,0,SZ,深主板
600158,600158.SH,600158.SH,1,SH,沪主板
001709,001709.SZ,001709.SZ,0,SZ,深主板
600830,600830.SH,600830.SH,1,SH,沪主板
300173,300173.SZ,300173.SZ,0,SZ,创业板
603563,603563.SH,603563.SH,1,SH,沪主板
002916,002916.SZ,002916.SZ,0,SZ,中小板
300659,300659.SZ,300659.SZ,0,SZ,创业板
601744,601744.SH,601744.SH,1,SH,沪主板
600485,600485.SH,600485.SH,1,SH,沪主板
301631,301631.SZ,301631.SZ,0,SZ,创业板
301755,301755.SZ,301755.SZ,0,SZ,创业板
689261,689261.SH,689261.SH,1,SH,科创板
000907,000907.SZ,000907.SZ,0,SZ,深主板
001756,001756.SZ,001756.SZ,0,SZ,深主板
605532,605532.SH,605532.SH,1,SH,沪主板
688425,688425.SH,688425.SH,1,SH,科创板
603143,603143.SH,603143.SH,1,SH,沪主板
600049,600049.SH,600049.SH,1,SH,沪主板
600376,600376.SH,600376.SH,1,SH,沪主板
000992,000992.SZ,000992.SZ,0,SZ,深主板
003540,003540.SZ,003540.SZ,0,SZ,中小板
000986,000986.SZ,000986.SZ,0,SZ,深主板
001025,001025.SZ,001025.SZ,0,SZ,深主板
001902,001902.SZ,001902.SZ,0,SZ,深主板
688163,688163.SH,688163.SH,1,SH,科创板
688252,688252.SH,688252.SH,1,SH,科创板
601654,601654.SH,601654.SH,1,SH,沪主板
002200,002200.SZ,002200.SZ,0,SZ,中小板
601808,601808.SH,601808.SH,1,SH,沪主板
002864,002864.SZ,002864.SZ,0,SZ,中小板
600811,600811.SH,600811.SH,1,SH,沪主板
601494,601494.SH,601494.SH,1,SH,沪主板
000576,000576.SZ,000576.SZ,0,SZ,深主板
689531,689531.SH,689531.SH,1,SH,科创板
601324,601324.SH,601324.SH,1,SH,沪主板
689216,689216.SH,689216.SH,1,SH,科创板
603930,603930.SH,603930.SH,1,SH,沪主板
600152,600152.SH,600152.SH,1,SH,沪主板
688477,688477.SH,688477.SH,1,SH,科创板
603493,603493.SH,603493.SH,1,SH,沪主板
603151,603151.SH,603151.SH,1,SH,沪主板
605192,605192.SH,605192.SH,1,SH,沪主板
002902,002902.SZ,002902.SZ,0,SZ,中小板
301952,301952.SZ,301952.SZ,0,SZ,创业板
002470,002470.SZ,002470.SZ,0,SZ,中小板
001954,001954.SZ,001954.SZ,0,SZ,深主板
300436,300436.SZ,300436.SZ,0,SZ,创业板
001297,001297.SZ,001297.SZ,0,SZ,深主板
301816,301816.SZ,301816.SZ,0,SZ,创业板
301034,301034.SZ,301034.SZ,0,SZ,创业板
002181,002181.SZ,002181.SZ,0,SZ,中小板
601481,601481.SH,601481.SH,1,SH,沪主板
600997,600997.SH,600997.SH,1,SH,沪主板
301966,301966.SZ,301966.SZ,0,SZ,创业板
000345,000345.SZ,000345.SZ,0,SZ,深主板
601865,601865.SH,601865.SH,1,SH,沪主板
002555,002555.SZ,002555.SZ,0,SZ,中小板
688009,688009.SH,688009.SH,1,SH,科创板
301495,301495.SZ,301495.SZ,0,SZ,创业板
601764,601764.SH,601764.SH,1,SH,沪主板
689400,689400.SH,689400.SH,1,SH,科创板
001618,001618.SZ,001618.SZ,0,SZ,深主板
003587,003587.SZ,003587.SZ,0,SZ,中小板
605677,605677.SH,605677.SH,1,SH,沪主板
601802,601802.SH,601802.SH,1,SH,沪主板
603659,603659.SH,603659.SH,1,SH,沪主板
000060,000060.SZ,000060.SZ,0,SZ,深主板
301046,301046.SZ,301046.SZ,0,SZ,创业板
003143,003143.SZ,003143.SZ,0,SZ,中小板
003666,003666.SZ,003666.SZ,0,SZ,中小板
603848,603848.SH,603848.SH,1,SH,沪主板
000545,000545.SZ,000545.SZ,0,SZ,深主板
000054,000054.SZ,000054.SZ,0,SZ,深主板
001132,001132.SZ,001132.SZ,0,SZ,深主板
300240,300240.SZ,300240.SZ,0,SZ,创业板
300037,300037.SZ,300037.SZ,0,SZ,创业板
601175,601175.SH,601175.SH,1,SH,沪主板
601725,601725.SH,601725.SH,1,SH,沪主板
000169,000169.SZ,000169.SZ,0,SZ,深主板
601126,601126.SH,601126.SH,1,SH,沪主板
001131,001131.SZ,001131.SZ,0,SZ,深主板
003890,003890.SZ,003890.SZ,0,SZ,中小板
603188,603188.SH,603188.SH,1,SH,沪主板
002244,002244.SZ,002244.SZ,0,SZ,中小板
689375,689375.SH,689375.SH,1,SH,科创板
603463,603463.SH,603463.SH,1,SH,沪主板
002406,002406.SZ,002406.SZ,0,SZ,中小板
002351,002351.SZ,002351.SZ,0,SZ,中小板
000554,000554.SZ,000554.SZ,0,SZ,深主板
601577,601577.SH,601577.SH,1,SH,沪主板
300124,300124.SZ,300124.SZ,0,SZ,创业板
688139,688139.SH,688139.SH,1,SH,科创板
600066,600066.SH,600066.SH,1,SH,沪主板
601581,601581.SH,601581.SH,1,SH,沪主板
603860,603860.SH,603860.SH,1,SH,沪主板
002655,002655.SZ,002655.SZ,0,SZ,中小板
605556,605556.SH,605556.SH,1,SH,沪主板
000179,000179.SZ,000179.SZ,0,SZ,深主板
600077,600077.SH,600077.SH,1,SH,沪主板
689082,689082.SH,689082.SH,1,SH,科创板
000606,000606.SZ,000606.SZ,0,SZ,深主板
605177,605177.SH,605177.SH,1,SH,沪主板
300155,300155.SZ,300155.SZ,0,SZ,创业板
600155,600155.SH,600155.SH,1,SH,沪主板
603477,603477.SH,603477.SH,1,SH,沪主板
689075,689075.SH,689075.SH,1,SH,科创板
600234,600234.SH,600234.SH,1,SH,沪主板
003383,003383.SZ,003383.SZ,0,SZ,中小板
000905,000905.SZ,000905.SZ,0,SZ,深主板
603740,603740.SH,603740.SH,1,SH,沪主板
300583,300583.SZ,300583.SZ,0,SZ,创业板
000921,000921.SZ,000921.SZ,0,SZ,深主板
002664,002664.SZ,002664.SZ,0,SZ,中小板
601745,601745.SH,601745.SH,1,SH,沪主板
603000,603000.SH,603000.SH,1,SH,沪主板
603667,603667.SH,603667.SH,1,SH,沪主板
601478,601478.SH,601478.SH,1,SH,沪主板
001212,001212.SZ,001212.SZ,0,SZ,深主板
002369,002369.SZ,002369.SZ,0,SZ,中小板
605142,605142.SH,605142.SH,1,SH,沪主板
605397,605397.SH,605397.SH,1,SH,沪主板
600285,600285.SH,600285.SH,1,SH,沪主板
002096,002096.SZ,002096.SZ,0,SZ,中小板
001379,001379.SZ,001379.SZ,0,SZ,深主板
000103,000103.SZ,000103.SZ,0,SZ,深主板
000498,000498.SZ,000498.SZ,0,SZ,深主板
300484,300484.SZ,300484.SZ,0,SZ,创业板
003980,003980.SZ,003980.SZ,0,SZ,中小板
600021,600021.SH,600021.SH,1,SH,沪主板
601692,601692.SH,601692.SH,1,SH,沪主板
689575,689575.SH,689575.SH,1,SH,科创板
000468,000468.SZ,000468.SZ,0,SZ,深主板
003787,003787.SZ,003787.SZ,0,SZ,中小板
001870,001870.SZ,001870.SZ,0,SZ,深主板
689227,689227.SH,689227.SH,1,SH,科创板
603983,603983.SH,603983.SH,1,SH,沪主板
002906,002906.SZ,002906.SZ,0,SZ,中小板
001997,001997.SZ,001997.SZ,0,SZ,深主板
300605,300605.SZ,300605.SZ,0,SZ,创业板
689457,689457.SH,689457.SH,1,SH,科创板
689568,689568.SH,689568.SH,1,SH,科创板
603163,603163.SH,603163.SH,1,SH,沪主板
603618,603618.SH,603618.SH,1,SH,沪主板
003511,003511.SZ,003511.SZ,0,SZ,中小板
300945,300945.SZ,300945.SZ,0,SZ,创业板
003790,003790.SZ,003790.SZ,0,SZ,中小板
605528,605528.SH,605528.SH,1,SH,沪主板
002378,002378.SZ,002378.SZ,0,SZ,中小板
000157,000157.SZ,000157.SZ,0,SZ,深主板
689594,689594.SH,689594.SH,1,SH,科创板
003433,003433.SZ,003433.SZ,0,SZ,中小板
001794,001794.SZ,001794.SZ,0,SZ,深主板
605032,605032.SH,605032.SH,1,SH,沪主板
001520,001520.SZ,001520.SZ,0,SZ,深主板
003875,003875.SZ,003875.SZ,0,SZ,中小板
688762,688762.SH,688762.SH,1,SH,科创板
003137,003137.SZ,003137.SZ,0,SZ,中小板
605581,605581.SH,605581.SH,1,SH,沪主板
605261,605261.SH,605261.SH,1,SH,沪主板
601352,601352.SH,601352.SH,1,SH,沪主板
301604,301604.SZ,301604.SZ,0,SZ,创业板
605738,605738.SH,605738.SH,1,SH,沪主板
000009,000009.SZ,000009.SZ,0,SZ,深主板
603173,603173.SH,603173.SH,1,SH,沪主板
000337,000337.SZ,000337.SZ,0,SZ,深主板
688773,688773.SH,688773.SH,1,SH,科创板
300757,300757.SZ,300757.SZ,0,SZ,创业板
001686,001686.SZ,001686.SZ,0,SZ,深主板
603433,603433.SH,603433.SH,1,SH,沪主板
689973,689973.SH,689973.SH,1,SH,科创板
605633,605633.SH,605633.SH,1,SH,沪主板
605521,605521.SH,605521.SH,1,SH,沪主板
001385,001385.SZ,001385.SZ,0,SZ,深主板
002088,002088.SZ,002088.SZ,0,SZ,中小板
301477,301477.SZ,301477.SZ,0,SZ,创业板
603649,603649.SH,603649.SH,1,SH,沪主板
605408,605408.SH,605408.SH,1,SH,沪主板
600369,600369.SH,600369.SH,1,SH,沪主板
689643,689643.SH,689643.SH,1,SH,科创板
300163,300163.SZ,300163.SZ,0,SZ,创业板
002648,002648.SZ,002648.SZ,0,SZ,中小板
603077,603077.SH,603077.SH,1,SH,沪主板
000684,000684.SZ,000684.SZ,0,SZ,深主板
601498,601498.SH,601498.SH,1,SH,沪主板
003305,003305.SZ,003305.SZ,0,SZ,中小板
300661,300661.SZ,300661.SZ,0,SZ,创业板
000670,000670.SZ,000670.SZ,0,SZ,深主板
000123,000123.SZ,000123.SZ,0,SZ,深主板
000147,000147.SZ,000147.SZ,0,SZ,深主板
688514,688514.SH,688514.SH,1,SH,科创板
003446,003446.SZ,003446.SZ,0,SZ,中小板
301521,301521.SZ,301521.SZ,0,SZ,创业板
600010,600010.SH,600010.SH,1,SH,沪主板
003852,003852.SZ,003852.SZ,0,SZ,中小板
001697,001697.SZ,001697.SZ,0,SZ,深主板
603891,603891.SH,603891.SH,1,SH,沪主板
003420,003420.SZ,003420.SZ,0,SZ,中小板
600116,600116.SH,600116.SH,1,SH,沪主板
000128,000128.SZ,000128.SZ,0,SZ,深主板
600422,600422.SH,600422.SH,1,SH,沪主板
001829,001829.SZ,001829.SZ,0,SZ,深主板
001077,001077.SZ,001077.SZ,0,SZ,深主板
000603,000603.SZ,000603.SZ,0,SZ,深主板
603717,603717.SH,603717.SH,1,SH,沪主板
601727,601727.SH,601727.SH,1,SH,沪主板
601069,601069.SH,601069.SH,1,SH,沪主板
605318,605318.SH,605318.SH,1,SH,沪主板
601731,601731.SH,601731.SH,1,SH,沪主板
000263,000263.SZ,000263.SZ,0,SZ,深主板
002456,002456.SZ,002456.SZ,0,SZ,中小板
600455,600455.SH,600455.SH,1,SH,沪主板
003931,003931.SZ,003931.SZ,0,SZ,中小板
688949,688949.SH,688949.SH,1,SH,科创板
301513,301513.SZ,301513.SZ,0,SZ,创业板
001965,001965.SZ,001965.SZ,0,SZ,深主板
600247,600247.SH,600247.SH,1,SH,沪主板
301677,301677.SZ,301677.SZ,0,SZ,创业板
000160,000160.SZ,000160.SZ,0,SZ,深主板
000911,000911.SZ,000911.SZ,0,SZ,深主板
601871,601871.SH,601871.SH,1,SH,沪主板
